filename,battery_id,data_points
03548.csv,B0036,310
03550.csv,B0036,309
03554.csv,B0036,308
03556.csv,B0036,308
03558.csv,B0036,305
03560.csv,B0036,302
03562.csv,B0036,300
03566.csv,B0036,299
03572.csv,B0036,298
03574.csv,B0036,296
03576.csv,B0036,294
03578.csv,B0036,292
03582.csv,B0036,291
03584.csv,B0036,289
03586.csv,B0036,288
03588.csv,B0036,286
03590.csv,B0036,284
03594.csv,B0036,283
03596.csv,B0036,282
03598.csv,B0036,280
03600.csv,B0036,279
03602.csv,B0036,277
03606.csv,B0036,278
03608.csv,B0036,277
03610.csv,B0036,275
03612.csv,B0036,273
03614.csv,B0036,271
03618.csv,B0036,272
03622.csv,B0036,273
03624.csv,B0036,272
03630.csv,B0036,271
03632.csv,B0036,269
03634.csv,B0036,268
03636.csv,B0036,268
03638.csv,B0036,267
03642.csv,B0036,266
03644.csv,B0036,264
03646.csv,B0036,263
03648.csv,B0036,262
03650.csv,B0036,261
03654.csv,B0036,261
03656.csv,B0036,260
03658.csv,B0036,258
03660.csv,B0036,256
03662.csv,B0036,255
03666.csv,B0036,256
03668.csv,B0036,255
03670.csv,B0036,254
03672.csv,B0036,252
03674.csv,B0036,251
03678.csv,B0036,253
03682.csv,B0036,255
03684.csv,B0036,252
03686.csv,B0036,250
03688.csv,B0036,249
03690.csv,B0036,248
03694.csv,B0036,248
03696.csv,B0036,248
03698.csv,B0036,246
03700.csv,B0036,245
03702.csv,B0036,243
03706.csv,B0036,243
03708.csv,B0036,242
03710.csv,B0036,241
03712.csv,B0036,240
03714.csv,B0036,239
03718.csv,B0036,238
03720.csv,B0036,238
03722.csv,B0036,237
03724.csv,B0036,236
03726.csv,B0036,235
03730.csv,B0036,235
03732.csv,B0036,234
03734.csv,B0036,234
03736.csv,B0036,234
03738.csv,B0036,234
03742.csv,B0036,232
03744.csv,B0036,230
03746.csv,B0036,229
03748.csv,B0036,230
03750.csv,B0036,229
03754.csv,B0036,228
03756.csv,B0036,227
03758.csv,B0036,226
03760.csv,B0036,225
03762.csv,B0036,226
03766.csv,B0036,226
03768.csv,B0036,225
03770.csv,B0036,223
03772.csv,B0036,223
03774.csv,B0036,222
03778.csv,B0036,223
03780.csv,B0036,223
03782.csv,B0036,221
03784.csv,B0036,219
03786.csv,B0036,218
03790.csv,B0036,218
03796.csv,B0036,220
03798.csv,B0036,218
03800.csv,B0036,217
03802.csv,B0036,216
03804.csv,B0036,215
03808.csv,B0036,214
03810.csv,B0036,214
03812.csv,B0036,213
03814.csv,B0036,212
03816.csv,B0036,212
03820.csv,B0036,212
03822.csv,B0036,211
03824.csv,B0036,210
03826.csv,B0036,210
03828.csv,B0036,209
03832.csv,B0036,211
03834.csv,B0036,211
03836.csv,B0036,210
03838.csv,B0036,208
03840.csv,B0036,207
03844.csv,B0036,197
03848.csv,B0036,210
03850.csv,B0036,209
03852.csv,B0036,207
03854.csv,B0036,206
03856.csv,B0036,204
03860.csv,B0036,205
03862.csv,B0036,205
03864.csv,B0036,203
03866.csv,B0036,202
03868.csv,B0036,201
03872.csv,B0036,201
03874.csv,B0036,202
03876.csv,B0036,203
03878.csv,B0036,201
03880.csv,B0036,199
03884.csv,B0036,198
03886.csv,B0036,198
03888.csv,B0036,197
03890.csv,B0036,196
03892.csv,B0036,195
03896.csv,B0036,201
03900.csv,B0036,203
03902.csv,B0036,202
03904.csv,B0036,201
03906.csv,B0036,200
03908.csv,B0036,200
03912.csv,B0036,200
03914.csv,B0036,198
03916.csv,B0036,197
03918.csv,B0036,196
03920.csv,B0036,195
03924.csv,B0036,196
03926.csv,B0036,195
03928.csv,B0036,195
03930.csv,B0036,193
03932.csv,B0036,193
03936.csv,B0036,192
03938.csv,B0036,193
03940.csv,B0036,192
03942.csv,B0036,191
03944.csv,B0036,190
03948.csv,B0036,192
03952.csv,B0036,190
03954.csv,B0036,189
03956.csv,B0036,188
03958.csv,B0036,187
03960.csv,B0036,187
03964.csv,B0036,186
03966.csv,B0036,186
03968.csv,B0036,185
03970.csv,B0036,184
03972.csv,B0036,183
03976.csv,B0036,183
03978.csv,B0036,182
03980.csv,B0036,181
03982.csv,B0036,180
03984.csv,B0036,180
03988.csv,B0036,182
03990.csv,B0036,182
03992.csv,B0036,180
03994.csv,B0036,178
03996.csv,B0036,177
04161.csv,B0031,163
04173.csv,B0031,169
04181.csv,B0031,166
04187.csv,B0031,165
04189.csv,B0031,163
04191.csv,B0031,161
04193.csv,B0031,160
04197.csv,B0031,158
04199.csv,B0031,161
04201.csv,B0031,159
04203.csv,B0031,157
04205.csv,B0031,156
04209.csv,B0031,156
04211.csv,B0031,155
04213.csv,B0031,153
04215.csv,B0031,152
04217.csv,B0031,151
04221.csv,B0031,152
04223.csv,B0031,150
04225.csv,B0031,149
04227.csv,B0031,147
04229.csv,B0031,146
04233.csv,B0031,146
04235.csv,B0031,145
04237.csv,B0031,144
04239.csv,B0031,143
04241.csv,B0031,142
04245.csv,B0031,143
04247.csv,B0031,142
04249.csv,B0031,140
04251.csv,B0031,139
04253.csv,B0031,138
04257.csv,B0049,181
04261.csv,B0049,306
04263.csv,B0049,311
04265.csv,B0049,274
04271.csv,B0049,235
04273.csv,B0049,218
04275.csv,B0049,209
04277.csv,B0049,203
04279.csv,B0049,187
04283.csv,B0049,191
04285.csv,B0049,187
04287.csv,B0049,179
04289.csv,B0049,183
04291.csv,B0049,174
04295.csv,B0049,167
04297.csv,B0049,22
04299.csv,B0049,180
04301.csv,B0049,162
04303.csv,B0049,159
04307.csv,B0049,169
04309.csv,B0049,152
04311.csv,B0049,161
04313.csv,B0049,149
04315.csv,B0049,157
04319.csv,B0050,179
04323.csv,B0050,333
04325.csv,B0050,327
04327.csv,B0050,316
04335.csv,B0050,267
04337.csv,B0050,271
04339.csv,B0050,262
04341.csv,B0050,295
04345.csv,B0050,94
04347.csv,B0050,261
04349.csv,B0050,279
04351.csv,B0050,18
04353.csv,B0050,108
04357.csv,B0050,58
04359.csv,B0050,22
04363.csv,B0050,218
04369.csv,B0050,62
04381.csv,B0052,166
04385.csv,B0052,272
04387.csv,B0052,261
04389.csv,B0052,256
04443.csv,B0051,133
04447.csv,B0051,260
04449.csv,B0051,244
04451.csv,B0051,240
04457.csv,B0051,203
04459.csv,B0051,191
04461.csv,B0051,176
04463.csv,B0051,178
04465.csv,B0051,170
04469.csv,B0051,161
04471.csv,B0051,159
04473.csv,B0051,165
04475.csv,B0051,155
04477.csv,B0051,149
04481.csv,B0051,148
04483.csv,B0051,22
04485.csv,B0051,144
04487.csv,B0051,146
04489.csv,B0051,143
04493.csv,B0051,141
04495.csv,B0051,136
04497.csv,B0051,131
04499.csv,B0051,128
04501.csv,B0051,126
04618.csv,B0006,343
04622.csv,B0006,341
04626.csv,B0006,339
04630.csv,B0006,337
04634.csv,B0006,335
04638.csv,B0006,170
04640.csv,B0006,340
04644.csv,B0006,334
04648.csv,B0006,330
04652.csv,B0006,328
04662.csv,B0006,342
04666.csv,B0006,336
04670.csv,B0006,333
04674.csv,B0006,329
04678.csv,B0006,327
04682.csv,B0006,324
04686.csv,B0006,322
04690.csv,B0006,320
04694.csv,B0006,318
04698.csv,B0006,316
04702.csv,B0006,314
04706.csv,B0006,310
04710.csv,B0006,309
04714.csv,B0006,308
04718.csv,B0006,306
04720.csv,B0006,305
04724.csv,B0006,302
04728.csv,B0006,301
04732.csv,B0006,299
04736.csv,B0006,298
04740.csv,B0006,295
04744.csv,B0006,295
04748.csv,B0006,294
04752.csv,B0006,292
04756.csv,B0006,291
04760.csv,B0006,290
04764.csv,B0006,288
04768.csv,B0006,288
04770.csv,B0006,296
04774.csv,B0006,290
04778.csv,B0006,288
04782.csv,B0006,285
04786.csv,B0006,285
04790.csv,B0006,284
04794.csv,B0006,283
04798.csv,B0006,281
04802.csv,B0006,280
04806.csv,B0006,279
04810.csv,B0006,280
04814.csv,B0006,278
04817.csv,B0006,307
04820.csv,B0006,298
04824.csv,B0006,292
04828.csv,B0006,289
04832.csv,B0006,286
04836.csv,B0006,284
04840.csv,B0006,283
04844.csv,B0006,281
04848.csv,B0006,279
04852.csv,B0006,278
04856.csv,B0006,277
04860.csv,B0006,276
04864.csv,B0006,274
04868.csv,B0006,275
04871.csv,B0006,280
04875.csv,B0006,276
04879.csv,B0006,274
04883.csv,B0006,272
04887.csv,B0006,271
04891.csv,B0006,269
04895.csv,B0006,269
04899.csv,B0006,268
04903.csv,B0006,267
04907.csv,B0006,266
04911.csv,B0006,266
04915.csv,B0006,265
04919.csv,B0006,264
04923.csv,B0006,263
04927.csv,B0006,262
04931.csv,B0006,262
04935.csv,B0006,267
04937.csv,B0006,271
04941.csv,B0006,267
04945.csv,B0006,264
04949.csv,B0006,263
04953.csv,B0006,261
04957.csv,B0006,260
04961.csv,B0006,259
04965.csv,B0006,258
04969.csv,B0006,256
04973.csv,B0006,256
04977.csv,B0006,255
04981.csv,B0006,254
04985.csv,B0006,255
04987.csv,B0006,260
04989.csv,B0006,256
04993.csv,B0006,254
04997.csv,B0006,252
05001.csv,B0006,252
05005.csv,B0006,251
05009.csv,B0006,250
05013.csv,B0006,251
05017.csv,B0006,247
05021.csv,B0006,247
05025.csv,B0006,246
05029.csv,B0006,244
05033.csv,B0006,243
05037.csv,B0006,243
05041.csv,B0006,243
05045.csv,B0006,241
05049.csv,B0006,242
05052.csv,B0006,249
05056.csv,B0006,244
05060.csv,B0006,241
05064.csv,B0006,239
05068.csv,B0006,238
05072.csv,B0006,236
05076.csv,B0006,235
05080.csv,B0006,234
05084.csv,B0006,233
05088.csv,B0006,231
05092.csv,B0006,231
05096.csv,B0006,229
05100.csv,B0006,228
05104.csv,B0006,224
05108.csv,B0006,226
05112.csv,B0006,225
05116.csv,B0006,228
05118.csv,B0006,230
05151.csv,B0005,173
05153.csv,B0005,173
05155.csv,B0005,173
05157.csv,B0005,173
05159.csv,B0005,173
05198.csv,B0005,173
05202.csv,B0005,173
05226.csv,B0005,344
05230.csv,B0005,342
05234.csv,B0005,341
05238.csv,B0005,339
05242.csv,B0005,339
05246.csv,B0005,338
05250.csv,B0005,337
05254.csv,B0005,170
05256.csv,B0005,337
05260.csv,B0005,335
05264.csv,B0005,333
05268.csv,B0005,332
05270.csv,B0005,343
05274.csv,B0005,341
05278.csv,B0005,338
05282.csv,B0005,336
05286.csv,B0005,334
05290.csv,B0005,333
05294.csv,B0005,332
05298.csv,B0005,330
05302.csv,B0005,328
05306.csv,B0005,327
05310.csv,B0005,326
05314.csv,B0005,325
05318.csv,B0005,324
05322.csv,B0005,322
05326.csv,B0005,320
05330.csv,B0005,320
05334.csv,B0005,318
05336.csv,B0005,317
05340.csv,B0005,316
05344.csv,B0005,314
05348.csv,B0005,313
05352.csv,B0005,312
05356.csv,B0005,311
05360.csv,B0005,310
05364.csv,B0005,308
05368.csv,B0005,307
05372.csv,B0005,306
05376.csv,B0005,304
05380.csv,B0005,303
05384.csv,B0005,303
05386.csv,B0005,305
05390.csv,B0005,301
05394.csv,B0005,299
05398.csv,B0005,298
05402.csv,B0005,298
05406.csv,B0005,297
05410.csv,B0005,296
05414.csv,B0005,294
05418.csv,B0005,292
05422.csv,B0005,292
05426.csv,B0005,291
05430.csv,B0005,290
05433.csv,B0005,307
05436.csv,B0005,299
05440.csv,B0005,296
05444.csv,B0005,293
05448.csv,B0005,292
05452.csv,B0005,290
05456.csv,B0005,289
05460.csv,B0005,288
05464.csv,B0005,287
05468.csv,B0005,285
05472.csv,B0005,284
05476.csv,B0005,283
05480.csv,B0005,282
05484.csv,B0005,284
05487.csv,B0005,286
05491.csv,B0005,283
05495.csv,B0005,281
05499.csv,B0005,278
05503.csv,B0005,278
05507.csv,B0005,278
05511.csv,B0005,277
05515.csv,B0005,275
05519.csv,B0005,274
05523.csv,B0005,274
05527.csv,B0005,273
05531.csv,B0005,272
05535.csv,B0005,271
05539.csv,B0005,270
05543.csv,B0005,270
05547.csv,B0005,269
05551.csv,B0005,274
05553.csv,B0005,275
05557.csv,B0005,271
05561.csv,B0005,269
05565.csv,B0005,268
05569.csv,B0005,267
05573.csv,B0005,266
05577.csv,B0005,265
05581.csv,B0005,264
05585.csv,B0005,263
05589.csv,B0005,262
05593.csv,B0005,262
05597.csv,B0005,261
05601.csv,B0005,263
05603.csv,B0005,265
05605.csv,B0005,262
05609.csv,B0005,261
05613.csv,B0005,259
05617.csv,B0005,259
05621.csv,B0005,259
05625.csv,B0005,258
05629.csv,B0005,257
05633.csv,B0005,256
05637.csv,B0005,256
05641.csv,B0005,255
05645.csv,B0005,254
05649.csv,B0005,253
05653.csv,B0005,252
05657.csv,B0005,252
05661.csv,B0005,252
05665.csv,B0005,253
05668.csv,B0005,260
05672.csv,B0005,256
05676.csv,B0005,254
05680.csv,B0005,253
05684.csv,B0005,252
05688.csv,B0005,251
05692.csv,B0005,251
05696.csv,B0005,250
05700.csv,B0005,249
05704.csv,B0005,249
05708.csv,B0005,249
05712.csv,B0005,248
05716.csv,B0005,248
05720.csv,B0005,247
05724.csv,B0005,246
05728.csv,B0005,246
05732.csv,B0005,250
05734.csv,B0005,253
05880.csv,B0007,348
05884.csv,B0007,347
05902.csv,B0007,347
05906.csv,B0007,346
05910.csv,B0007,345
05914.csv,B0007,343
05918.csv,B0007,342
05922.csv,B0007,341
05926.csv,B0007,340
05930.csv,B0007,339
05934.csv,B0007,338
05938.csv,B0007,336
05942.csv,B0007,335
05946.csv,B0007,334
05950.csv,B0007,333
05952.csv,B0007,332
05956.csv,B0007,330
05960.csv,B0007,329
05964.csv,B0007,328
05968.csv,B0007,327
05972.csv,B0007,326
05976.csv,B0007,325
05980.csv,B0007,324
05984.csv,B0007,323
05988.csv,B0007,322
05992.csv,B0007,321
05996.csv,B0007,320
06000.csv,B0007,320
06002.csv,B0007,321
06006.csv,B0007,318
06010.csv,B0007,317
06014.csv,B0007,316
06018.csv,B0007,316
06022.csv,B0007,315
06026.csv,B0007,314
06030.csv,B0007,313
06034.csv,B0007,312
06038.csv,B0007,311
06042.csv,B0007,311
06046.csv,B0007,311
06049.csv,B0007,330
06052.csv,B0007,318
06056.csv,B0007,317
06060.csv,B0007,314
06064.csv,B0007,312
06068.csv,B0007,311
06072.csv,B0007,310
06076.csv,B0007,309
06080.csv,B0007,308
06084.csv,B0007,307
06088.csv,B0007,306
06092.csv,B0007,306
06096.csv,B0007,305
06100.csv,B0007,306
06103.csv,B0007,308
06107.csv,B0007,306
06111.csv,B0007,304
06115.csv,B0007,303
06119.csv,B0007,302
06123.csv,B0007,302
06127.csv,B0007,301
06131.csv,B0007,300
06135.csv,B0007,299
06139.csv,B0007,299
06143.csv,B0007,299
06147.csv,B0007,298
06151.csv,B0007,297
06155.csv,B0007,296
06159.csv,B0007,296
06163.csv,B0007,296
06167.csv,B0007,300
06169.csv,B0007,300
06173.csv,B0007,298
06177.csv,B0007,296
06181.csv,B0007,295
06185.csv,B0007,294
06189.csv,B0007,293
06193.csv,B0007,292
06197.csv,B0007,291
06201.csv,B0007,291
06205.csv,B0007,290
06209.csv,B0007,289
06213.csv,B0007,289
06217.csv,B0007,290
06219.csv,B0007,292
06221.csv,B0007,290
06225.csv,B0007,289
06229.csv,B0007,288
06233.csv,B0007,287
06237.csv,B0007,287
06241.csv,B0007,286
06245.csv,B0007,285
06249.csv,B0007,284
06253.csv,B0007,284
06257.csv,B0007,283
06261.csv,B0007,283
06265.csv,B0007,282
06269.csv,B0007,281
06273.csv,B0007,281
06277.csv,B0007,281
06281.csv,B0007,282
06284.csv,B0007,286
06288.csv,B0007,284
06292.csv,B0007,282
06296.csv,B0007,281
06300.csv,B0007,280
06304.csv,B0007,280
06308.csv,B0007,279
06312.csv,B0007,278
06316.csv,B0007,278
06320.csv,B0007,277
06324.csv,B0007,277
06328.csv,B0007,276
06332.csv,B0007,276
06336.csv,B0007,275
06340.csv,B0007,275
06344.csv,B0007,274
06348.csv,B0007,278
06350.csv,B0007,280
06388.csv,B0018,319
06391.csv,B0018,316
06394.csv,B0018,315
06396.csv,B0018,311
06398.csv,B0018,309
06400.csv,B0018,305
06403.csv,B0018,302
06406.csv,B0018,300
06408.csv,B0018,297
06410.csv,B0018,293
06412.csv,B0018,291
06415.csv,B0018,289
06418.csv,B0018,295
06420.csv,B0018,292
06422.csv,B0018,288
06424.csv,B0018,285
06427.csv,B0018,283
06430.csv,B0018,280
06432.csv,B0018,277
06434.csv,B0018,275
06436.csv,B0018,272
06439.csv,B0018,270
06442.csv,B0018,268
06444.csv,B0018,257
06446.csv,B0018,262
06448.csv,B0018,261
06451.csv,B0018,259
06454.csv,B0018,268
06456.csv,B0018,262
06458.csv,B0018,259
06460.csv,B0018,256
06463.csv,B0018,253
06466.csv,B0018,251
06469.csv,B0018,284
06471.csv,B0018,280
06473.csv,B0018,276
06475.csv,B0018,272
06477.csv,B0018,268
06480.csv,B0018,268
06482.csv,B0018,265
06484.csv,B0018,261
06486.csv,B0018,258
06488.csv,B0018,256
06493.csv,B0018,259
06495.csv,B0018,258
06497.csv,B0018,254
06499.csv,B0018,250
06502.csv,B0018,247
06505.csv,B0018,245
06507.csv,B0018,243
06509.csv,B0018,240
06511.csv,B0018,238
06514.csv,B0018,236
06517.csv,B0018,235
06519.csv,B0018,232
06521.csv,B0018,230
06523.csv,B0018,228
06526.csv,B0018,227
06529.csv,B0018,234
06531.csv,B0018,229
06533.csv,B0018,226
06535.csv,B0018,224
06537.csv,B0018,222
06540.csv,B0018,221
06542.csv,B0018,218
06544.csv,B0018,218
06546.csv,B0018,216
06549.csv,B0018,214
06552.csv,B0018,214
06554.csv,B0018,211
06556.csv,B0018,210
06558.csv,B0018,209
06561.csv,B0018,207
06564.csv,B0018,214
06566.csv,B0018,211
06568.csv,B0018,208
06570.csv,B0018,206
06572.csv,B0018,203
06575.csv,B0018,208
06577.csv,B0018,205
06579.csv,B0018,203
06581.csv,B0018,202
06584.csv,B0018,200
06587.csv,B0018,200
06589.csv,B0018,198
06591.csv,B0018,196
06593.csv,B0018,194
06596.csv,B0018,192
06599.csv,B0018,193
06601.csv,B0018,192
06603.csv,B0018,191
06605.csv,B0018,190
06608.csv,B0018,189
06611.csv,B0018,202
06613.csv,B0018,200
06615.csv,B0018,198
06617.csv,B0018,186
06619.csv,B0018,194
06622.csv,B0018,183
06624.csv,B0018,191
06626.csv,B0018,191
06628.csv,B0018,190
06631.csv,B0018,188
06634.csv,B0018,189
06636.csv,B0018,186
06638.csv,B0018,185
06640.csv,B0018,184
06643.csv,B0018,178
06646.csv,B0018,191
06648.csv,B0018,188
06650.csv,B0018,187
06652.csv,B0018,185
06654.csv,B0018,183
06657.csv,B0018,183
06659.csv,B0018,182
06661.csv,B0018,181
06663.csv,B0018,180
06666.csv,B0018,178
06669.csv,B0018,179
06671.csv,B0018,177
06672.csv,B0053,213
06676.csv,B0053,231
06678.csv,B0053,227
06680.csv,B0053,223
06682.csv,B0053,221
06684.csv,B0053,220
06688.csv,B0053,221
06690.csv,B0053,219
06692.csv,B0053,216
06694.csv,B0053,214
06696.csv,B0053,214
06700.csv,B0053,210
06702.csv,B0053,212
06704.csv,B0053,209
06706.csv,B0053,208
06708.csv,B0053,207
06712.csv,B0053,205
06714.csv,B0053,206
06716.csv,B0053,204
06718.csv,B0053,200
06720.csv,B0053,203
06724.csv,B0053,206
06728.csv,B0053,206
06730.csv,B0053,198
06732.csv,B0053,201
06734.csv,B0053,197
06736.csv,B0053,199
06740.csv,B0053,197
06742.csv,B0053,197
06744.csv,B0053,193
06746.csv,B0053,194
06748.csv,B0053,192
06752.csv,B0053,193
06754.csv,B0053,189
06756.csv,B0053,189
06758.csv,B0053,189
06760.csv,B0053,189
06764.csv,B0053,188
06766.csv,B0053,188
06768.csv,B0053,186
06770.csv,B0053,184
06772.csv,B0053,182
06776.csv,B0053,198
06780.csv,B0053,196
06782.csv,B0053,195
06784.csv,B0053,190
06786.csv,B0053,189
06788.csv,B0053,188
06792.csv,B0053,186
06794.csv,B0053,187
06796.csv,B0053,183
06798.csv,B0053,184
06800.csv,B0053,180
06804.csv,B0053,179
06806.csv,B0053,182
06809.csv,B0054,163
06813.csv,B0054,245
06815.csv,B0054,229
06817.csv,B0054,282
06819.csv,B0054,215
06821.csv,B0054,274
06825.csv,B0054,215
06827.csv,B0054,246
06829.csv,B0054,209
06831.csv,B0054,205
06833.csv,B0054,237
06837.csv,B0054,199
06839.csv,B0054,242
06841.csv,B0054,196
06843.csv,B0054,192
06845.csv,B0054,245
06849.csv,B0054,241
06851.csv,B0054,231
06853.csv,B0054,228
06855.csv,B0054,188
06857.csv,B0054,236
06861.csv,B0054,245
06865.csv,B0054,203
06867.csv,B0054,240
06869.csv,B0054,229
06871.csv,B0054,232
06873.csv,B0054,183
06877.csv,B0054,186
06879.csv,B0054,194
06881.csv,B0054,224
06883.csv,B0054,181
06885.csv,B0054,222
06889.csv,B0054,213
06891.csv,B0054,173
06893.csv,B0054,211
06895.csv,B0054,214
06897.csv,B0054,205
06901.csv,B0054,172
06903.csv,B0054,212
06905.csv,B0054,186
06907.csv,B0054,165
06909.csv,B0054,209
06913.csv,B0054,213
06917.csv,B0054,212
06919.csv,B0054,172
06921.csv,B0054,209
06923.csv,B0054,205
06925.csv,B0054,198
06929.csv,B0054,221
06931.csv,B0054,215
06933.csv,B0054,214
06935.csv,B0054,211
06937.csv,B0054,210
06941.csv,B0054,209
06943.csv,B0054,207
06945.csv,B0054,174
06947.csv,B0054,206
06949.csv,B0054,203
06953.csv,B0054,200
06955.csv,B0054,201
06957.csv,B0054,169
06959.csv,B0054,200
06961.csv,B0054,159
06965.csv,B0054,198
06967.csv,B0054,196
06969.csv,B0054,160
06971.csv,B0054,193
06973.csv,B0054,193
06977.csv,B0054,194
06981.csv,B0054,195
06983.csv,B0054,158
06985.csv,B0054,193
06987.csv,B0054,184
06989.csv,B0054,189
06993.csv,B0054,188
06995.csv,B0054,187
06997.csv,B0054,173
06999.csv,B0054,185
07001.csv,B0054,160
07005.csv,B0054,185
07007.csv,B0054,177
07009.csv,B0054,181
07011.csv,B0054,181
07013.csv,B0054,180
07017.csv,B0054,179
07019.csv,B0054,179
07021.csv,B0054,155
07023.csv,B0054,177
07025.csv,B0054,173
07029.csv,B0054,183
07033.csv,B0054,185
07035.csv,B0054,182
07037.csv,B0054,179
07039.csv,B0054,171
07041.csv,B0054,176
07045.csv,B0054,152
07047.csv,B0054,176
07049.csv,B0054,166
07051.csv,B0054,172
07053.csv,B0054,168
07057.csv,B0054,165
07059.csv,B0054,170
07062.csv,B0056,152
07066.csv,B0056,258
07068.csv,B0056,251
07070.csv,B0056,246
07072.csv,B0056,238
07074.csv,B0056,236
07078.csv,B0056,238
07080.csv,B0056,233
07082.csv,B0056,225
07084.csv,B0056,225
07086.csv,B0056,224
07090.csv,B0056,220
07092.csv,B0056,222
07094.csv,B0056,214
07096.csv,B0056,212
07098.csv,B0056,212
07102.csv,B0056,215
07104.csv,B0056,209
07106.csv,B0056,212
07108.csv,B0056,203
07110.csv,B0056,205
07114.csv,B0056,224
07118.csv,B0056,217
07120.csv,B0056,213
07122.csv,B0056,214
07124.csv,B0056,209
07126.csv,B0056,202
07130.csv,B0056,200
07132.csv,B0056,199
07134.csv,B0056,202
07136.csv,B0056,194
07138.csv,B0056,196
07142.csv,B0056,199
07144.csv,B0056,192
07146.csv,B0056,194
07148.csv,B0056,191
07150.csv,B0056,192
07154.csv,B0056,186
07156.csv,B0056,189
07158.csv,B0056,185
07160.csv,B0056,184
07162.csv,B0056,186
07166.csv,B0056,196
07170.csv,B0056,198
07172.csv,B0056,186
07174.csv,B0056,189
07176.csv,B0056,188
07178.csv,B0056,203
07182.csv,B0056,210
07184.csv,B0056,204
07186.csv,B0056,201
07188.csv,B0056,198
07190.csv,B0056,196
07194.csv,B0056,193
07196.csv,B0056,189
07198.csv,B0056,183
07200.csv,B0056,189
07202.csv,B0056,183
07206.csv,B0056,188
07208.csv,B0056,183
07210.csv,B0056,177
07212.csv,B0056,183
07214.csv,B0056,176
07218.csv,B0056,182
07220.csv,B0056,177
07222.csv,B0056,171
07224.csv,B0056,179
07226.csv,B0056,176
07230.csv,B0056,181
07234.csv,B0056,184
07236.csv,B0056,169
07238.csv,B0056,177
07240.csv,B0056,173
07242.csv,B0056,173
07246.csv,B0056,175
07248.csv,B0056,170
07250.csv,B0056,168
07252.csv,B0056,170
07254.csv,B0056,163
07258.csv,B0056,166
07260.csv,B0056,168
07262.csv,B0056,169
07264.csv,B0056,167
07266.csv,B0056,164
07270.csv,B0056,167
07272.csv,B0056,163
07274.csv,B0056,158
07276.csv,B0056,165
07278.csv,B0056,158
07282.csv,B0056,185
07286.csv,B0056,180
07288.csv,B0056,170
07290.csv,B0056,173
07292.csv,B0056,165
07294.csv,B0056,162
07298.csv,B0056,159
07300.csv,B0056,165
07302.csv,B0056,161
07304.csv,B0056,160
07306.csv,B0056,162
07310.csv,B0056,160
07312.csv,B0056,159
07314.csv,B0055,165
07318.csv,B0055,263
07320.csv,B0055,254
07322.csv,B0055,247
07324.csv,B0055,237
07326.csv,B0055,235
07330.csv,B0055,235
07332.csv,B0055,230
07334.csv,B0055,222
07336.csv,B0055,221
07338.csv,B0055,220
07342.csv,B0055,214
07344.csv,B0055,216
07346.csv,B0055,208
07348.csv,B0055,206
07350.csv,B0055,205
07354.csv,B0055,209
07356.csv,B0055,203
07358.csv,B0055,206
07360.csv,B0055,195
07362.csv,B0055,200
07366.csv,B0055,216
07370.csv,B0055,209
07372.csv,B0055,208
07374.csv,B0055,209
07376.csv,B0055,203
07378.csv,B0055,195
07382.csv,B0055,194
07384.csv,B0055,194
07386.csv,B0055,198
07388.csv,B0055,189
07390.csv,B0055,191
07394.csv,B0055,197
07396.csv,B0055,186
07398.csv,B0055,191
07400.csv,B0055,187
07402.csv,B0055,190
07406.csv,B0055,181
07408.csv,B0055,186
07410.csv,B0055,182
07412.csv,B0055,180
07414.csv,B0055,185
07418.csv,B0055,188
07422.csv,B0055,196
07424.csv,B0055,179
07426.csv,B0055,185
07428.csv,B0055,185
07430.csv,B0055,201
07434.csv,B0055,206
07436.csv,B0055,199
07438.csv,B0055,196
07440.csv,B0055,193
07442.csv,B0055,189
07446.csv,B0055,187
07448.csv,B0055,182
07450.csv,B0055,177
07452.csv,B0055,183
07454.csv,B0055,176
07458.csv,B0055,185
07460.csv,B0055,176
07462.csv,B0055,172
07464.csv,B0055,179
07466.csv,B0055,169
07470.csv,B0055,180
07472.csv,B0055,172
07474.csv,B0055,165
07476.csv,B0055,176
07478.csv,B0055,173
07482.csv,B0055,173
07486.csv,B0055,183
07488.csv,B0055,163
07490.csv,B0055,174
07492.csv,B0055,169
07494.csv,B0055,169
07498.csv,B0055,174
07500.csv,B0055,164
07502.csv,B0055,164
07504.csv,B0055,168
07506.csv,B0055,159
07510.csv,B0055,162
07512.csv,B0055,165
07514.csv,B0055,170
07516.csv,B0055,167
07518.csv,B0055,161
07522.csv,B0055,168
07524.csv,B0055,159
07526.csv,B0055,155
07528.csv,B0055,166
07530.csv,B0055,157
07534.csv,B0055,188
07538.csv,B0055,178
07540.csv,B0055,160
07542.csv,B0055,170
07544.csv,B0055,159
07546.csv,B0055,154
07550.csv,B0055,151
07552.csv,B0055,164
07554.csv,B0055,156
07556.csv,B0055,155
07558.csv,B0055,159
07562.csv,B0055,156
07564.csv,B0055,156
